Country,Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Germany,Product 1308,36,13,46,45,23,44,50,22,32,10,47,42,35,39,16,17,27,22,47,10,46,37,26,0,6,22,10,42,43,34,26,6,34,17,50,27,10,15,17,36,10
Germany,Product 1309,24,0,9,34,1,15,37,46,3,45,7,48,40,9,6,18,10,1,48,9,38,47,17,16,48,34,37,12,21,8,28,49,21,38,35,0,43,12,40,20,31
Germany,Product 1310,17,14,34,32,36,8,4,32,47,22,9,48,23,23,5,37,45,43,13,24,19,16,50,23,31,38,48,12,16,15,48,44,30,38,25,6,37,15,13,14,10
Germany,Product 1311,23,39,2,7,36,5,32,38,13,3,10,1,10,2,39,17,0,26,42,47,1,11,21,15,35,35,35,45,34,38,39,37,5,20,20,29,10,11,40,8,38
Germany,Product 1312,43,38,46,5,28,28,40,20,14,28,4,17,17,41,42,19,8,23,28,48,33,46,15,3,0,37,14,9,15,27,21,35,4,11,3,10,49,14,39,36,27
Germany,Product 1313,6,41,14,14,13,46,18,44,37,26,7,33,22,17,46,40,23,35,36,32,7,35,1,7,46,49,30,13,41,35,49,8,22,30,8,40,26,17,11,16,30
Germany,Product 1314,45,16,0,31,9,49,42,49,30,4,43,0,20,16,9,35,44,1,48,43,39,45,6,28,17,34,15,47,43,2,36,1,29,7,47,3,49,25,10,33,13
Germany,Product 1315,14,34,43,40,49,2,30,31,15,21,15,24,7,5,41,19,14,22,1,29,31,11,41,43,28,2,50,8,48,31,6,39,39,29,39,24,6,24,43,11,20
Germany,Product 1316,15,41,33,41,26,16,40,1,32,29,4,48,9,19,3,26,27,7,0,19,42,33,7,25,36,42,45,45,5,49,49,24,24,36,17,50,23,21,20,48,14
Germany,Product 1317,31,31,38,24,43,8,33,16,34,24,18,1,7,36,23,21,30,14,11,41,23,26,10,27,0,49,23,34,24,38,46,0,19,43,24,2,36,39,6,20,37
Germany,Product 1318,43,8,22,30,10,29,1,26,49,19,47,2,34,24,2,4,39,30,2,23,15,41,7,15,29,34,41,3,23,19,3,38,6,46,44,12,38,12,13,10,36
Germany,Product 1319,34,49,50,6,24,13,12,3,8,23,35,21,33,10,36,15,50,28,39,40,8,1,39,10,20,40,13,23,30,11,17,19,1,13,19,30,46,7,47,26,48
Germany,Product 1320,21,17,45,41,27,12,48,27,39,4,47,37,36,11,4,18,6,23,48,26,5,39,32,26,34,47,22,20,14,35,47,36,45,26,47,24,46,31,22,16,43
Germany,Product 1321,39,30,9,3,22,36,37,7,19,37,12,5,36,20,19,24,48,5,34,4,28,44,36,14,18,5,10,3,4,17,38,32,21,18,42,22,17,44,14,36,5
Germany,Product 1322,19,10,18,9,19,49,7,10,28,24,24,25,46,11,18,14,19,39,27,20,37,2,4,0,9,32,29,10,42,19,24,36,22,22,12,8,20,10,12,47,24
Germany,Product 1323,3,37,11,35,1,32,33,25,37,49,3,23,42,36,17,46,18,49,30,28,45,18,34,12,1,46,29,2,47,3,19,6,5,27,44,22,44,6,23,1,23
Germany,Product 1324,3,17,6,31,19,20,46,16,44,13,45,32,44,38,41,46,44,36,50,1,1,21,30,3,10,13,6,7,26,24,23,45,29,12,24,44,46,41,46,14,1
Germany,Product 1325,43,7,13,31,19,14,10,3,40,40,26,42,16,33,3,21,46,13,23,42,11,37,23,13,19,17,4,21,18,32,8,2,47,25,23,24,5,49,47,42,32
Germany,Product 1326,7,21,9,16,26,20,10,2,37,11,16,49,49,29,47,41,15,22,37,13,4,12,14,17,23,46,19,24,19,42,32,15,37,6,8,1,32,10,34,44,44
Germany,Product 1327,35,5,4,6,34,45,13,46,31,23,10,7,43,49,26,27,29,33,1,4,19,12,39,47,16,14,30,16,39,40,6,41,37,5,37,7,33,3,10,35,13
Germany,Product 1328,43,27,29,47,26,39,42,22,26,21,13,32,34,17,3,32,45,25,2,13,41,30,12,25,35,40,15,37,28,35,26,26,16,38,34,30,7,46,12,26,9
Germany,Product 1329,39,46,26,44,36,13,6,1,1,4,21,9,28,44,20,50,18,44,36,10,5,44,17,39,14,14,22,18,50,15,29,33,47,11,40,42,34,40,39,39,15
Germany,Product 1330,11,30,30,43,26,48,30,49,34,26,3,24,48,18,28,12,16,37,27,16,47,16,10,43,38,26,47,44,15,34,7,34,16,40,41,31,7,7,6,48,10
Germany,Product 1331,32,24,9,24,48,20,44,32,20,40,23,40,49,31,32,37,25,28,49,48,23,49,48,0,19,26,5,16,14,23,17,18,24,7,35,45,20,50,26,7,26
Germany,Product 1332,3,45,38,42,48,45,44,11,29,29,48,6,32,12,37,6,12,35,16,35,37,37,8,23,6,42,1,17,31,37,48,4,8,11,18,34,48,34,19,1,13
Germany,Product 1333,45,2,43,7,4,11,8,27,34,49,42,31,33,3,4,2,21,11,18,2,33,6,11,2,37,4,40,18,7,46,42,37,7,21,2,25,31,23,18,27,26
Germany,Product 1334,5,44,23,6,17,39,11,22,34,10,1,33,48,11,3,1,34,22,34,15,21,18,16,39,21,49,17,32,9,9,44,9,6,24,28,48,40,3,17,18,20
Germany,Product 1335,8,29,8,36,37,0,19,1,49,9,39,43,18,41,29,48,5,15,17,1,45,38,14,13,24,24,48,4,9,44,41,19,28,27,29,24,17,20,47,9,19
Germany,Product 1336,44,5,10,44,31,46,20,43,21,37,14,27,3,18,30,38,25,10,25,44,38,17,6,4,39,16,20,17,11,26,6,6,45,34,47,33,36,6,22,48,44
Germany,Product 1337,21,40,28,12,6,13,4,36,20,34,50,12,35,13,36,3,49,41,7,3,46,17,14,15,17,11,48,47,11,6,42,38,38,9,35,5,32,25,47,9,2
Germany,Product 1338,49,40,10,18,36,38,33,11,3,29,27,29,17,48,10,47,2,27,5,45,12,24,5,2,10,17,37,15,37,35,18,38,47,27,6,42,8,26,30,0,0
Germany,Product 1339,31,17,30,30,32,6,43,22,16,32,30,44,22,11,15,50,3,13,3,25,49,39,14,8,29,12,18,41,27,13,35,14,39,31,12,36,24,43,46,36,32
Germany,Product 1340,27,0,20,11,44,34,15,49,18,45,9,22,37,45,44,9,12,48,47,14,43,40,29,40,49,43,16,22,5,36,3,43,6,22,41,47,37,15,48,33,44
Germany,Product 1341,35,49,7,33,44,10,33,6,47,37,37,25,22,13,27,41,6,10,38,25,25,32,11,37,46,17,34,45,21,19,40,21,8,2,31,44,20,34,45,3,43
Germany,Product 1342,41,7,35,2,10,32,40,31,9,25,12,28,42,11,44,48,31,35,39,1,10,47,15,2,48,25,22,42,38,35,13,9,13,17,26,22,7,32,17,35,47
Germany,Product 1343,43,7,17,39,28,4,31,38,44,27,33,50,20,12,14,34,11,20,19,15,36,16,9,46,33,29,30,7,38,33,45,7,44,2,10,40,45,4,11,11,23
Germany,Product 1344,31,8,34,29,9,10,41,19,14,16,35,22,46,19,40,5,18,46,7,4,13,17,24,38,39,48,1,24,1,1,32,29,1,21,27,28,40,8,1,30,35
Germany,Product 1345,20,10,40,19,41,43,32,16,28,24,7,0,15,33,18,6,41,30,12,24,31,4,1,9,11,20,40,44,35,36,14,26,45,7,9,44,13,17,11,2,21
Germany,Product 1346,39,20,14,8,14,18,34,4,12,4,18,39,19,5,7,39,2,18,9,3,47,3,23,15,34,1,6,39,41,8,49,14,22,17,29,41,1,32,43,16,9
Germany,Product 1347,27,21,36,44,12,20,49,32,15,32,3,14,46,10,50,7,35,0,35,47,30,34,49,43,44,33,26,1,41,50,49,3,26,1,36,27,16,4,35,13,24
Germany,Product 1348,28,14,24,11,22,32,13,21,45,26,48,1,5,17,23,11,4,15,9,28,11,12,7,34,25,49,38,22,18,21,23,26,49,48,17,34,33,33,21,4,4
Germany,Product 1349,41,40,32,21,14,34,9,15,7,19,3,46,0,43,1,24,15,43,18,20,40,22,0,42,33,7,4,3,5,36,48,4,14,17,10,17,6,34,1,14,17
Germany,Product 1350,48,23,17,39,24,8,30,2,20,0,9,24,2,39,50,42,38,26,12,39,31,50,23,27,7,39,40,8,15,34,48,48,1,26,30,49,16,25,48,3,39
Germany,Product 1351,30,16,42,30,4,24,47,3,20,38,23,41,3,19,15,4,30,33,4,33,34,49,33,22,15,5,16,38,14,32,14,50,23,27,32,17,4,46,6,8,18
Germany,Product 1352,14,13,42,6,11,14,26,1,15,25,48,9,48,13,17,1,30,8,11,17,24,2,39,40,16,31,17,39,29,22,35,3,29,6,8,40,40,30,22,44,43
Germany,Product 1353,46,30,29,4,2,20,9,20,2,9,39,17,39,1,40,6,18,29,2,32,25,29,17,34,8,7,5,27,4,14,7,47,13,24,6,37,32,45,11,21,18
Germany,Product 1354,37,3,36,22,18,24,4,44,10,47,35,25,8,5,48,2,50,45,29,43,21,26,39,49,10,11,11,21,0,23,40,33,20,6,20,21,18,22,50,2,36
Germany,Product 1355,0,40,26,5,33,14,2,18,22,38,41,33,42,36,30,49,37,47,36,46,8,7,20,41,12,2,20,24,3,32,1,41,30,35,34,17,10,3,30,24,15
Germany,Product 1356,0,28,1,12,34,9,12,14,6,48,20,24,11,31,26,41,21,13,2,5,20,17,7,8,40,44,35,21,35,29,35,11,8,21,15,32,49,13,2,42,48
Germany,Product 1357,0,15,30,4,20,48,46,25,27,19,23,32,17,26,12,26,13,28,28,36,16,16,15,42,27,47,15,8,15,33,2,47,32,10,35,8,47,42,31,2,23
Germany,Product 1358,43,44,11,16,17,16,35,37,1,47,44,24,18,17,44,7,42,19,2,45,24,2,8,24,33,40,8,48,45,30,3,22,31,9,2,17,12,3,43,30,17
Germany,Product 1359,7,14,14,22,20,42,15,30,13,45,47,49,9,4,42,16,44,0,45,46,50,37,43,45,27,23,35,10,24,7,28,32,6,47,8,37,37,31,24,3,44
Germany,Product 1360,26,6,31,38,18,39,21,18,36,9,36,26,48,43,10,8,43,48,9,49,32,14,32,12,45,32,38,15,7,49,24,34,18,25,3,47,5,7,46,48,6
Germany,Product 1361,12,49,14,42,15,38,1,6,48,48,16,23,46,22,10,34,7,7,20,38,11,49,50,6,15,17,17,23,0,14,15,42,42,36,38,12,34,18,43,2,47
Germany,Product 1362,43,3,42,2,11,36,33,24,8,14,3,48,15,18,4,32,32,17,42,0,29,30,27,22,19,33,20,5,26,2,30,48,50,13,29,30,17,39,12,8,44
Germany,Product 1363,11,14,29,42,45,24,22,45,35,3,43,35,17,7,6,10,11,11,11,45,7,15,28,26,44,3,12,13,26,33,15,42,13,45,16,37,31,13,47,20,2
Germany,Product 1364,44,43,23,36,20,34,27,25,4,48,41,26,45,42,46,36,10,6,2,32,36,25,45,18,37,42,37,37,46,15,28,45,28,32,24,44,1,11,13,14,6
Germany,Product 1365,21,4,5,38,43,50,49,1,46,9,30,42,8,5,3,8,41,8,45,40,47,26,25,48,40,30,25,46,6,24,6,4,27,42,19,14,46,29,24,4,43
Germany,Product 1366,40,44,24,34,7,49,34,26,37,42,25,14,49,48,20,44,36,16,0,4,36,31,11,12,45,28,19,31,2,25,18,14,38,44,37,15,42,17,27,1,30
Germany,Product 1367,37,35,20,2,24,41,35,29,48,9,11,25,11,46,19,44,37,49,6,4,7,15,44,6,42,13,11,15,3,47,7,34,45,43,14,48,28,2,17,2,9
Germany,Product 1368,36,44,28,1,7,47,23,36,46,6,35,43,36,8,35,19,50,41,8,18,15,19,26,32,9,1,7,13,18,33,15,32,38,1,9,33,30,13,35,31,19
Germany,Product 1369,49,21,22,46,32,8,14,18,10,27,12,29,15,6,24,4,34,15,1,14,30,16,44,42,24,50,29,40,13,4,9,41,8,39,33,25,46,48,18,42,34
Germany,Product 1370,13,42,24,26,38,32,17,41,1,11,13,36,39,43,48,16,34,15,11,27,26,12,37,14,6,47,37,27,31,8,11,1,18,10,45,49,37,48,40,48,17
Germany,Product 1371,40,10,23,27,11,2,5,27,37,49,13,39,9,17,8,23,24,9,44,19,26,17,49,9,47,5,40,21,48,10,24,0,19,9,39,29,7,35,48,14,20
Germany,Product 1372,1,16,13,19,17,42,9,26,24,26,30,13,3,19,34,4,21,19,3,3,30,16,36,50,41,35,8,19,31,43,26,43,19,32,15,40,21,24,32,40,22
Germany,Product 1373,1,47,27,20,18,42,27,13,20,31,16,31,15,25,30,25,5,39,47,39,6,23,14,47,14,11,19,26,13,2,29,39,49,20,20,44,45,23,41,36,42
Germany,Product 1374,38,45,34,41,11,22,44,38,27,42,46,20,3,22,8,39,5,34,38,35,28,12,5,11,0,5,2,17,38,32,22,10,47,41,39,50,5,46,15,19,1
Germany,Product 1375,41,18,36,32,47,5,4,39,17,6,14,46,32,41,25,10,22,2,22,48,30,30,15,8,13,24,14,35,31,1,42,28,31,16,48,40,8,7,36,46,16
Germany,Product 1376,40,29,14,27,48,6,29,42,48,2,36,29,24,26,39,17,25,50,36,42,31,41,17,1,18,4,12,36,39,41,45,17,31,20,19,28,14,12,14,32,1
Germany,Product 1377,42,32,11,25,7,24,43,12,6,31,19,12,6,26,28,18,28,14,24,41,41,10,16,49,19,48,31,28,15,14,2,7,25,37,25,2,28,19,2,22,46
Germany,Product 1378,27,30,33,14,17,12,48,49,33,10,33,30,11,35,47,37,18,41,22,40,21,23,39,2,8,14,17,11,38,34,39,18,46,10,16,39,40,19,32,2,10
Germany,Product 1379,24,0,38,8,10,39,29,3,48,29,4,44,46,22,26,26,2,44,7,20,49,9,28,1,42,20,42,6,36,43,32,14,11,7,38,28,40,36,21,27,15
Germany,Product 1380,45,28,41,49,35,22,45,9,14,46,32,40,9,18,36,12,45,0,11,14,31,44,26,14,37,20,22,27,34,17,1,7,19,47,36,19,2,32,43,19,27
Germany,Product 1381,13,44,13,6,5,34,21,43,10,39,4,14,25,15,16,15,43,32,47,21,48,40,34,21,20,48,26,3,31,48,13,1,26,21,24,34,46,47,43,36,19
Germany,Product 1382,34,35,18,15,38,44,40,11,39,4,49,31,42,41,48,9,16,22,36,32,29,3,7,24,42,29,14,49,22,25,25,34,19,21,13,45,39,37,26,32,3
Germany,Product 1383,21,3,28,25,24,13,32,24,4,8,49,20,8,50,33,39,29,45,33,29,0,42,6,43,32,41,14,14,5,32,32,38,14,20,49,6,1,17,8,46,22
Germany,Product 1384,4,30,6,24,22,7,22,15,44,10,21,24,18,34,31,39,26,22,42,25,41,40,2,16,48,7,40,9,36,5,20,40,10,5,38,49,9,29,27,19,28
Germany,Product 1385,37,25,20,8,25,27,17,35,42,30,47,20,7,43,28,11,47,48,26,18,44,45,13,0,41,34,31,28,9,7,1,4,19,30,45,20,35,9,26,33,19
Germany,Product 1386,18,43,48,22,24,27,3,1,2,14,3,11,19,22,38,42,44,1,33,38,15,4,27,20,22,22,29,49,47,45,45,45,47,8,4,40,2,6,31,39,3
Germany,Product 1387,30,25,21,40,36,29,36,12,8,34,40,9,41,5,29,49,3,28,16,1,9,25,38,48,6,29,31,15,49,40,9,6,34,10,22,1,13,36,17,45,46
Germany,Product 1388,26,35,45,41,40,7,42,9,13,22,6,1,33,13,16,39,39,30,21,3,39,16,35,14,38,44,15,28,32,10,29,8,22,21,29,29,36,37,47,33,27
Germany,Product 1389,19,48,41,32,34,2,50,44,11,28,1,46,21,21,16,7,29,2,18,36,13,2,15,15,18,32,16,30,6,27,31,29,19,37,20,7,40,10,33,1,21
Germany,Product 1390,36,17,49,43,13,9,16,38,40,23,25,6,12,49,14,16,33,30,45,8,5,9,42,24,33,43,7,47,18,32,38,49,7,16,42,2,20,18,10,40,25
Germany,Product 1391,39,15,47,29,44,44,1,39,37,40,15,12,9,25,17,6,31,25,24,8,48,9,47,32,12,48,11,35,48,32,17,9,49,35,22,38,35,25,2,46,16
Germany,Product 1392,43,27,49,12,48,27,32,41,16,12,26,34,6,2,27,44,13,37,30,27,29,22,24,14,29,23,42,25,47,33,4,44,19,35,20,43,13,40,38,34,7
Germany,Product 1393,2,38,2,43,17,22,8,13,18,26,28,3,29,45,37,23,8,12,12,21,34,47,38,32,49,13,30,10,14,6,4,14,34,21,4,47,4,35,11,18,43
Germany,Product 1394,22,1,44,42,36,20,10,38,15,47,15,33,50,36,37,45,30,33,46,39,6,3,40,5,0,26,39,42,15,10,32,44,14,24,12,21,32,42,16,28,4
Germany,Product 1395,18,27,6,39,13,49,34,39,28,0,34,2,46,29,12,14,29,15,11,49,18,5,25,34,37,30,6,39,24,6,28,48,3,22,14,28,12,26,5,30,35
Germany,Product 1396,17,14,47,9,34,6,38,13,14,20,41,2,23,36,45,25,42,23,39,3,17,6,38,16,48,12,3,39,0,3,47,27,17,45,20,2,38,14,15,23,38
Germany,Product 1397,20,6,11,49,40,38,35,45,39,43,46,42,22,5,50,41,40,24,9,27,16,5,42,7,9,27,28,31,47,46,39,43,31,35,32,48,24,12,23,6,8
Germany,Product 1398,34,47,28,11,28,13,33,46,40,1,30,5,30,4,4,24,19,36,28,20,29,46,32,38,34,40,3,22,29,42,8,8,5,3,48,40,33,2,12,38,2
Germany,Product 1399,29,5,18,28,24,35,18,47,15,24,40,5,32,17,44,47,25,47,20,47,49,0,0,24,18,30,26,44,4,9,29,22,33,24,49,46,10,0,33,11,46
Germany,Product 1400,9,15,27,50,49,35,28,25,28,15,31,17,44,14,5,19,2,42,49,22,27,20,40,44,42,38,48,8,43,5,42,34,40,44,14,28,28,8,47,11,22
Germany,Product 1401,50,1,6,43,39,34,28,21,28,29,40,21,19,22,10,37,17,41,3,6,24,3,42,15,45,13,40,19,49,26,20,19,18,25,6,12,8,4,28,19,34
Germany,Product 1402,38,33,23,36,1,1,49,24,21,3,20,43,29,34,10,37,24,50,32,1,30,28,9,27,38,5,21,22,14,8,46,27,9,7,6,9,7,44,20,43,18
Germany,Product 1403,1,14,11,29,26,21,21,38,42,46,21,27,47,1,1,28,7,21,11,48,10,24,21,27,3,5,30,49,4,29,36,26,44,33,13,18,26,46,2,35,42
Germany,Product 1404,4,30,49,40,24,19,14,21,3,32,18,49,32,33,39,29,46,14,43,50,38,22,41,33,9,13,32,30,16,8,19,15,33,5,17,11,17,31,34,41,3
Germany,Product 1405,36,27,1,39,12,3,8,33,43,3,13,50,11,8,42,15,15,47,22,25,9,1,28,36,50,34,42,2,6,23,39,25,18,44,2,18,6,35,45,15,47
Germany,Product 1406,1,9,32,38,41,30,42,32,37,11,25,39,14,41,9,29,1,29,36,18,46,28,44,48,16,21,46,1,9,33,46,4,28,31,4,32,26,4,16,37,15
Germany,Product 1407,11,48,36,36,7,19,33,9,30,44,8,41,47,18,4,2,49,22,1,21,4,34,19,37,24,17,39,38,5,11,8,35,23,40,22,5,5,16,18,41,19
Germany,Product 1408,28,39,27,30,0,38,42,11,44,0,29,33,6,41,49,23,36,7,39,10,10,23,18,10,16,41,42,16,22,17,27,20,36,30,22,8,39,36,25,29,3
Germany,Product 1409,48,35,50,33,42,35,22,34,49,42,25,18,17,36,3,7,33,9,50,38,39,36,32,34,9,32,5,19,18,8,27,46,41,44,45,5,20,13,4,0,4
Germany,Product 1410,6,11,31,40,25,18,21,7,32,41,4,32,2,42,24,24,27,11,27,35,14,29,45,17,22,12,39,35,0,24,33,1,17,46,13,45,8,18,44,20,5
Germany,Product 1411,4,38,37,37,42,26,9,32,3,37,42,48,30,0,38,25,16,21,36,36,2,5,17,33,20,15,31,35,6,7,35,37,29,43,44,49,23,36,4,33,22
Germany,Product 1412,28,0,3,32,41,8,49,4,45,47,4,28,30,14,27,22,41,41,42,26,45,29,29,4,36,10,19,46,19,24,23,24,50,25,33,1,47,25,42,41,28
Germany,Product 1413,32,14,44,17,2,4,35,8,23,17,9,18,16,30,49,44,36,20,40,44,9,36,2,15,24,12,7,36,3,28,30,27,15,44,4,3,39,6,21,16,24
Germany,Product 1414,43,43,8,39,30,1,13,12,27,39,17,17,49,40,38,36,22,45,14,46,36,8,5,1,12,39,24,5,12,42,14,4,19,26,22,14,14,29,39,23,35
Germany,Product 1415,30,50,39,35,44,34,9,10,20,3,42,6,7,34,34,15,31,7,32,7,27,46,7,1,41,36,15,2,16,47,12,10,2,34,6,8,42,24,40,27,37
Germany,Product 1416,42,21,18,28,14,9,27,10,33,26,50,20,21,26,38,25,12,18,38,13,23,15,8,16,23,46,21,21,11,17,6,22,30,47,13,24,6,29,42,47,3
Germany,Product 1417,36,50,17,32,7,1,45,22,15,49,26,36,37,41,12,48,7,32,9,40,8,17,18,20,43,22,24,16,18,42,1,40,48,38,45,7,11,9,7,21,9
Germany,Product 1418,43,1,5,28,1,35,37,30,17,29,41,45,29,32,22,16,21,33,45,39,17,35,9,42,42,17,39,12,48,4,22,2,37,49,21,2,28,13,10,30,33
Germany,Product 1419,23,27,35,43,39,46,32,47,25,40,44,47,47,35,42,46,12,15,41,40,25,8,39,47,42,9,41,25,45,8,2,38,16,33,9,10,17,23,11,46,31
Germany,Product 1420,10,37,14,10,13,40,48,13,43,13,43,34,38,9,40,31,47,43,19,10,10,39,9,36,20,38,33,29,23,25,4,35,9,16,22,15,11,8,20,46,36
Germany,Product 1421,47,33,5,0,37,2,24,5,19,48,20,4,36,12,36,14,21,38,8,1,28,35,48,37,34,30,13,44,4,19,28,16,23,39,16,43,32,17,27,34,12
Germany,Product 1422,21,12,13,12,41,50,18,2,12,10,9,4,3,46,21,1,44,2,41,30,30,15,1,16,2,37,1,7,50,48,26,42,26,24,26,40,2,33,11,1,15
Germany,Product 1423,16,4,36,44,1,25,11,32,47,42,6,15,47,20,30,16,41,47,10,48,12,36,21,12,3,37,18,6,15,33,7,25,45,26,15,16,9,34,50,5,25
Germany,Product 1424,34,24,10,7,32,29,46,40,27,7,43,3,20,14,23,9,41,26,34,14,44,17,6,29,40,34,26,33,7,6,15,8,27,48,24,9,36,37,44,26,25
Germany,Product 1425,41,19,46,4,10,17,44,35,7,47,23,38,28,22,32,35,27,23,3,23,29,45,39,48,6,20,9,17,50,25,12,29,35,26,10,16,34,49,39,13,23
Germany,Product 1426,27,22,23,38,27,25,12,23,44,40,14,12,6,3,50,20,43,15,26,20,22,31,1,20,8,16,4,6,6,23,2,24,26,16,21,10,26,14,44,48,31
Germany,Product 1427,15,7,24,27,32,19,12,9,42,20,5,46,47,13,21,34,25,13,23,19,30,44,11,35,21,16,28,28,2,17,49,4,44,35,10,37,35,8,23,21,20
Germany,Product 1428,37,16,26,32,26,11,11,41,2,5,49,3,47,7,22,35,29,47,23,43,3,12,25,45,5,40,32,27,27,3,13,15,6,20,40,2,10,10,26,42,19
Germany,Product 1429,40,36,0,15,14,34,39,10,14,50,43,16,37,19,1,0,34,29,33,10,39,8,42,29,10,8,38,42,9,43,17,10,21,24,34,12,42,22,19,45,30
Germany,Product 1430,32,48,44,14,27,10,24,23,42,49,33,5,2,17,49,2,23,3,15,43,36,43,16,29,0,42,47,14,21,43,23,18,5,18,9,21,0,16,23,49,23
Germany,Product 1431,30,7,35,33,38,20,12,26,48,4,23,1,41,18,44,36,42,13,43,15,10,19,20,27,36,19,6,3,17,38,35,12,45,4,44,16,22,45,39,2,24
Germany,Product 1432,41,2,21,21,15,8,3,10,42,25,41,41,41,18,35,31,43,20,33,42,32,15,46,44,15,8,7,41,6,37,9,14,6,8,37,9,24,15,7,26,26
Germany,Product 1433,19,29,11,48,2,30,5,26,3,26,24,47,7,15,32,35,27,45,7,27,24,27,50,30,23,42,27,35,33,36,1,1,40,39,6,4,28,41,50,13,29
Germany,Product 1434,25,13,6,13,39,32,49,42,35,43,2,9,12,1,9,6,3,1,21,0,29,34,19,10,22,20,16,26,15,44,29,23,27,32,10,31,9,3,14,41,31
Germany,Product 1435,30,1,25,25,49,39,42,47,36,12,38,4,24,48,40,3,19,12,49,10,49,47,28,49,38,26,27,36,34,37,10,11,50,0,30,29,11,48,48,27,41
Germany,Product 1436,25,18,36,3,20,1,48,5,44,34,39,35,40,22,23,13,35,7,32,15,17,11,25,15,13,2,24,16,29,1,16,11,40,25,7,13,38,10,12,47,3
Germany,Product 1437,10,32,20,35,10,44,35,18,2,19,40,31,49,26,8,43,37,19,16,25,49,33,15,31,47,32,2,3,20,39,47,24,44,20,33,24,37,23,10,12,5
Germany,Product 1438,44,17,47,29,4,33,41,8,27,27,24,9,26,33,45,17,27,29,2,32,34,33,25,9,45,12,10,47,38,14,12,19,30,50,38,1,46,4,19,36,3
Germany,Product 1439,4,18,17,36,1,10,7,31,0,38,17,21,12,44,40,17,44,49,30,26,46,16,28,7,6,40,31,48,35,41,8,28,34,11,25,7,8,6,43,10,48
Germany,Product 1440,22,16,30,22,37,27,8,23,8,20,14,9,25,15,48,14,47,10,48,13,31,38,21,6,42,29,6,34,4,28,22,6,31,12,9,2,30,46,35,40,24
Germany,Product 1441,37,17,5,47,23,15,23,14,8,2,24,35,15,13,46,14,10,32,14,22,50,32,48,36,8,38,39,16,1,32,7,22,34,34,24,9,10,47,45,27,47
Germany,Product 1442,6,35,34,25,49,18,9,20,49,41,41,6,45,38,12,24,14,31,17,39,5,8,40,13,3,33,41,17,26,35,41,28,48,50,12,47,25,33,45,14,22
Germany,Product 1443,25,41,13,15,37,10,49,26,39,6,44,14,50,48,19,28,19,34,25,8,4,26,47,4,26,21,34,32,48,9,26,26,3,35,8,26,20,27,49,19,50
Germany,Product 1444,35,22,3,42,39,11,50,24,2,16,45,9,1,31,49,46,23,49,5,6,46,46,49,32,35,24,45,12,41,29,41,34,36,15,32,6,41,6,2,7,31
Germany,Product 1445,42,24,13,16,40,24,30,32,45,9,21,43,44,14,39,36,39,10,4,23,47,2,1,1,35,7,17,23,30,34,50,39,48,11,33,43,42,34,5,46,43
Germany,Product 1446,32,37,33,49,50,41,7,33,46,6,27,24,38,34,34,45,22,10,1,19,28,30,47,37,24,26,18,15,15,43,18,33,1,19,8,9,2,23,40,9,38
Germany,Product 1447,41,31,43,40,26,22,36,0,5,3,19,48,15,16,23,28,38,22,41,41,6,18,49,14,31,27,13,25,13,49,8,15,7,33,5,26,45,45,4,17,19
Germany,Product 1448,2,47,24,7,17,41,36,26,38,24,41,3,22,19,25,17,2,31,15,23,43,18,33,21,30,40,49,9,10,8,10,11,8,22,33,16,30,22,28,42,9
Germany,Product 1449,22,11,3,7,19,49,45,21,49,30,15,12,31,43,29,40,23,21,24,32,28,36,28,41,33,40,45,36,12,49,8,42,49,17,47,25,19,47,20,25,16
Germany,Product 1450,26,49,38,30,9,10,3,23,42,5,49,31,3,19,20,32,7,12,4,6,2,45,49,14,39,9,31,31,43,15,43,42,33,46,48,8,14,30,15,44,29
Germany,Product 1451,1,36,39,41,43,21,19,47,20,5,34,14,9,39,49,39,24,29,5,48,12,37,17,37,13,6,0,22,2,2,19,10,37,47,29,15,4,4,27,30,41
Germany,Product 1452,7,43,8,23,5,3,21,43,4,12,29,12,19,8,25,33,17,29,28,29,5,23,15,10,1,22,49,23,38,33,44,19,29,10,45,15,49,1,0,14,41
Germany,Product 1453,13,14,34,8,12,23,33,29,40,44,18,23,31,9,17,36,28,22,45,24,8,5,47,47,20,4,32,31,24,46,37,19,42,1,43,30,17,27,42,32,44
Germany,Product 1454,48,45,19,5,14,10,27,44,1,39,34,22,44,25,43,35,23,2,7,11,26,12,41,13,43,19,22,13,46,34,12,6,39,31,39,28,9,35,46,28,30
Germany,Product 1455,35,32,50,1,31,3,32,17,16,18,11,40,14,4,22,28,1,7,21,48,38,28,8,18,47,29,48,44,20,17,18,32,0,46,13,22,50,5,29,11,17
